latitude,longitude,confidence,satellite,acq_date,daynight
30.18307,74.63044,78,A,2023-11-08,D
30.41638,76.30663,71,A,2023-11-08,D
30.33533,75.68193,74,A,2023-11-08,D
30.3339,75.67107,74,A,2023-11-08,D
30.31381,75.51977,57,A,2023-11-08,D
30.18763,74.59794,76,A,2023-11-08,D
30.1529,74.35226,80,A,2023-11-08,D
30.15144,74.34206,62,A,2023-11-08,D
30.14999,74.33185,63,A,2023-11-08,D
30.40382,76.13435,88,A,2023-11-08,D
30.34014,75.64774,74,A,2023-11-08,D
30.31714,75.47521,63,A,2023-11-08,D
30.30565,75.38969,54,A,2023-11-08,D
30.38833,75.94241,61,A,2023-11-08,D
30.38253,75.89806,72,A,2023-11-08,D
30.37383,75.83186,89,A,2023-11-08,D
30.37238,75.82086,73,A,2023-11-08,D
30.33628,75.54881,62,A,2023-11-08,D
30.16041,74.27745,65,A,2023-11-08,D
30.15895,74.26725,69,A,2023-11-08,D
30.41946,76.1086,85,A,2023-11-08,D
30.40922,76.02999,55,A,2023-11-08,D
30.40338,75.98531,62,A,2023-11-08,D
30.3772,75.7863,59,A,2023-11-08,D
30.37575,75.77534,93,A,2023-11-08,D
30.36995,75.73158,53,A,2023-11-08,D
30.3685,75.72066,81,A,2023-11-08,D
30.27912,75.05911,78,A,2023-11-08,D
30.27768,75.04865,93,A,2023-11-08,D
30.42447,76.10201,70,A,2023-11-08,D
30.37617,75.72472,67,A,2023-11-08,D
30.37476,75.71381,66,A,2023-11-08,D
30.35777,75.58343,54,A,2023-11-08,D
30.33513,75.41144,59,A,2023-11-08,D
30.28839,75.06245,53,A,2023-11-08,D
30.46387,76.33987,77,A,2023-11-08,D
30.37822,75.66859,86,A,2023-11-08,D
30.3768,75.65771,88,A,2023-11-08,D
30.33425,75.33517,62,A,2023-11-08,D
30.22738,74.55318,64,A,2023-11-08,D
30.47903,76.38452,72,A,2023-11-08,D
30.42728,75.97542,73,A,2023-11-08,D
30.40016,75.76529,76,A,2023-11-08,D
30.44943,76.07467,76,A,2023-11-08,D
30.43651,75.97382,81,A,2023-11-08,D
30.42075,75.85171,66,A,2023-11-08,D
30.40217,75.70896,72,A,2023-11-08,D
30.39789,75.67624,69,A,2023-11-08,D
30.33949,75.23644,86,A,2023-11-08,D
30.33807,75.22588,91,A,2023-11-08,D
30.33665,75.2153,86,A,2023-11-08,D
30.32525,75.13098,89,A,2023-11-08,D
30.30672,74.99476,68,A,2023-11-08,D
30.29531,74.91138,65,A,2023-11-08,D
30.24945,74.58064,57,A,2023-11-08,D
30.46737,76.14081,82,A,2023-11-08,D
30.45871,76.07307,81,A,2023-11-08,D
30.44143,75.93879,73,A,2023-11-08,D
30.43999,75.92767,61,A,2023-11-08,D
30.39987,75.62028,84,A,2023-11-08,D
30.36561,75.36223,76,A,2023-11-08,D
30.36419,75.35158,56,A,2023-11-08,D
30.28706,74.78519,75,A,2023-11-08,D
30.26409,74.62009,62,A,2023-11-08,D
30.43769,75.83746,65,A,2023-11-08,D
30.4305,75.7824,66,A,2023-11-08,D
30.38751,75.45685,67,A,2023-11-08,D
30.38037,75.40331,93,A,2023-11-08,D
30.37893,75.39262,77,A,2023-11-08,D
30.33606,75.07519,63,A,2023-11-08,D
30.35505,75.14711,76,A,2023-11-08,D
30.35973,75.11391,55,A,2023-11-08,D
30.34108,74.97772,52,A,2023-11-08,D
30.33965,74.96728,59,A,2023-11-08,D
30.28641,74.58421,84,A,2023-11-08,D
30.28497,74.57393,68,A,2023-11-08,D
30.13009,73.50246,69,A,2023-11-08,D
30.40607,75.38773,63,A,2023-11-08,D
30.29818,74.60311,70,A,2023-11-08,D
30.29674,74.59282,79,A,2023-11-08,D
30.55373,76.44315,74,A,2023-11-08,D
30.46571,75.76498,59,A,2023-11-08,D
30.4382,75.55804,61,A,2023-11-08,D
30.42665,75.47182,61,A,2023-11-08,D
30.41944,75.41819,76,A,2023-11-08,D
30.34458,74.87025,65,A,2023-11-08,D
30.3244,74.72517,73,A,2023-11-08,D
30.27808,74.39622,74,A,2023-11-08,D
30.27663,74.38598,65,A,2023-11-08,D
30.22986,74.05941,70,A,2023-11-08,D
30.22544,74.02885,70,A,2023-11-08,D
30.56003,76.44732,81,A,2023-11-08,D
30.55859,76.43564,57,A,2023-11-08,D
30.46158,75.6696,82,A,2023-11-08,D
30.42758,75.41021,89,A,2023-11-08,D
30.42616,75.39951,67,A,2023-11-08,D
30.41624,75.32475,74,A,2023-11-08,D
30.40349,75.22913,71,A,2023-11-08,D
30.37085,74.98711,54,A,2023-11-08,D
30.30797,74.53133,63,A,2023-11-08,D
30.48066,75.74456,69,A,2023-11-08,D
30.41676,75.25931,57,A,2023-11-08,D
30.40824,75.19575,59,A,2023-11-08,D
30.40681,75.18517,64,A,2023-11-08,D
30.38976,75.05879,56,A,2023-11-08,D
30.37267,74.93322,80,A,2023-11-08,D
30.37125,74.92279,77,A,2023-11-08,D
30.36983,74.91237,77,A,2023-11-08,D
30.29809,74.39632,53,A,2023-11-08,D
30.48127,75.67728,71,A,2023-11-08,D
30.45706,75.4929,73,A,2023-11-08,D
30.58106,76.38425,71,A,2023-11-08,D
30.48326,75.62117,62,A,2023-11-08,D
30.46614,75.49128,51,A,2023-11-08,D
30.45188,75.38391,68,A,2023-11-08,D
30.45046,75.37321,74,A,2023-11-08,D
30.58027,76.30161,62,A,2023-11-08,D
30.51387,75.7837,63,A,2023-11-08,D
30.49238,75.61954,61,A,2023-11-08,D
30.43523,75.19083,74,A,2023-11-08,D
30.39806,74.91782,74,A,2023-11-08,D
30.35501,74.60694,55,A,2023-11-08,D
30.35357,74.59663,51,A,2023-11-08,D
30.29411,74.17661,61,A,2023-11-08,D
30.52448,75.79311,58,A,2023-11-08,D
30.49146,75.54201,80,A,2023-11-08,D
30.48,75.45573,71,A,2023-11-08,D
30.4571,75.28465,71,A,2023-11-08,D
30.41273,74.95793,65,A,2023-11-08,D
30.39696,74.84328,91,A,2023-11-08,D
30.39553,74.83289,54,A,2023-11-08,D
30.38691,74.77061,80,A,2023-11-08,D
30.50199,75.5512,73,A,2023-11-08,D
30.49912,75.52957,63,A,2023-11-08,D
30.46612,75.283,54,A,2023-11-08,D
30.41594,74.91452,86,A,2023-11-08,D
30.4145,74.90409,82,A,2023-11-08,D
30.41163,74.88325,89,A,2023-11-08,D
30.41019,74.87283,88,A,2023-11-08,D
30.39582,74.76894,54,A,2023-11-08,D
30.34965,74.43911,69,A,2023-11-08,D
30.3482,74.42886,69,A,2023-11-08,D
30.28094,73.95914,61,A,2023-11-08,D
30.50389,75.49556,72,A,2023-11-08,D
30.50245,75.48478,81,A,2023-11-08,D
30.45217,75.11201,77,A,2023-11-08,D
30.45073,75.10148,74,A,2023-11-08,D
30.44068,75.02792,80,A,2023-11-08,D
30.40761,74.78802,51,A,2023-11-08,D
30.39609,74.70515,79,A,2023-11-08,D
30.39465,74.69481,79,A,2023-11-08,D
30.34544,74.34521,60,A,2023-11-08,D
30.54186,75.71133,76,A,2023-11-08,D
30.4928,75.34369,75,A,2023-11-08,D
30.42949,74.87993,67,A,2023-11-08,D
30.42805,74.86951,57,A,2023-11-08,D
30.37463,74.48706,76,A,2023-11-08,D
30.35866,74.37423,63,A,2023-11-08,D
30.44275,74.90955,86,A,2023-11-08,D
30.42977,74.81585,58,A,2023-11-08,D
30.42111,74.75359,84,A,2023-11-08,D
30.31188,73.98453,51,A,2023-11-08,D
30.45218,74.91285,77,A,2023-11-08,D
30.45076,74.90241,79,A,2023-11-08,D
30.52509,75.3869,53,A,2023-11-08,D
30.47394,75.00536,51,A,2023-11-08,D
30.34866,74.10804,52,A,2023-11-08,D
30.4943,75.0878,64,A,2023-11-08,D
30.49287,75.07726,67,A,2023-11-08,D
30.49186,75.00206,95,A,2023-11-08,D
30.48614,74.96014,70,A,2023-11-08,D
30.47471,74.87658,66,A,2023-11-08,D
30.45466,74.73106,90,A,2023-11-08,D
30.48794,74.90622,81,A,2023-11-08,D
30.47505,74.81244,78,A,2023-11-08,D
30.46931,74.77088,56,A,2023-11-08,D
30.5384,75.20972,66,A,2023-11-08,D
30.52409,75.10394,67,A,2023-11-08,D
30.47823,74.76921,95,A,2023-11-08,D
30.47679,74.75883,52,A,2023-11-08,D
30.46241,74.65527,76,A,2023-11-08,D
30.37228,74.01954,62,A,2023-11-08,D
30.3708,74.00934,70,A,2023-11-08,D
30.35604,73.90736,73,A,2023-11-08,D
30.71398,76.48754,54,A,2023-11-08,D
30.5259,75.04963,54,A,2023-11-08,D
30.50869,74.92381,84,A,2023-11-08,D
30.50725,74.91335,88,A,2023-11-08,D
30.50295,74.88203,67,A,2023-11-08,D
30.50151,74.8716,75,A,2023-11-08,D
30.48858,74.77793,83,A,2023-11-08,D
30.48714,74.76755,87,A,2023-11-08,D
30.47419,74.67428,86,A,2023-11-08,D
30.72345,76.48595,71,A,2023-11-08,D
30.56791,75.29156,78,A,2023-11-08,D
30.53056,75.01645,94,A,2023-11-08,D
30.52913,75.00595,58,A,2023-11-08,D
30.51763,74.92215,78,A,2023-11-08,D
30.5162,74.9117,86,A,2023-11-08,D
30.49462,74.75551,78,A,2023-11-08,D
30.71363,76.33228,63,A,2023-11-08,D
30.71068,76.30908,77,A,2023-11-08,D
30.5496,75.08846,52,A,2023-11-08,D
30.73344,76.41228,79,A,2023-11-08,D
30.73195,76.40059,80,A,2023-11-08,D
30.57587,75.21378,58,A,2023-11-08,D
30.56722,75.15018,75,A,2023-11-08,D
30.73827,76.40478,83,A,2023-11-08,D
30.56733,75.07854,63,A,2023-11-08,D
30.52745,74.7853,81,A,2023-11-08,D
30.52031,74.73335,78,A,2023-11-08,D
30.47288,74.3928,66,A,2023-11-08,D
30.69019,75.94501,54,A,2023-11-08,D
30.68304,75.88905,88,A,2023-11-08,D
30.53637,74.78364,70,A,2023-11-08,D
30.59811,75.17046,77,A,2023-11-08,D
30.53956,74.74039,69,A,2023-11-08,D
30.53813,74.73001,84,A,2023-11-08,D
30.47477,74.21348,53,A,2023-11-08,D
30.47331,74.20325,80,A,2023-11-08,D
30.47185,74.19302,51,A,2023-11-08,D
30.47039,74.18279,76,A,2023-11-08,D
30.59609,75.01926,65,A,2023-11-08,D
30.58607,74.94573,67,A,2023-11-08,D
30.55308,74.70591,57,A,2023-11-08,D
30.62225,75.14432,72,A,2023-11-08,D
30.58928,74.90218,54,A,2023-11-08,D
30.58785,74.89172,69,A,2023-11-08,D
30.4837,74.14868,75,A,2023-11-08,D
30.58241,74.78571,67,A,2023-11-08,D
30.58097,74.77531,67,A,2023-11-08,D
30.58701,74.75283,82,A,2023-11-08,D
30.58557,74.74244,60,A,2023-11-08,D
30.78764,76.11309,73,A,2023-11-08,D
30.60773,74.7703,83,A,2023-11-08,D
30.63729,74.91983,73,A,2023-11-08,D
30.62161,74.80481,75,A,2023-11-08,D
30.61733,74.77354,65,A,2023-11-08,D
30.6159,74.76313,69,A,2023-11-08,D
30.60303,74.66961,73,A,2023-11-08,D
30.52933,74.14474,82,A,2023-11-08,D
30.52787,74.13451,73,A,2023-11-08,D
30.54693,74.20445,55,A,2023-11-08,D
30.84564,76.38086,73,A,2023-11-08,D
30.84418,76.36913,74,A,2023-11-08,D
30.82101,76.18346,67,A,2023-11-08,D
30.72077,75.40535,88,A,2023-11-08,D
30.55724,74.21298,82,A,2023-11-08,D
30.54702,74.14132,65,A,2023-11-08,D
30.54117,74.1004,55,A,2023-11-08,D
30.63835,74.72691,94,A,2023-11-08,D
30.63692,74.71651,75,A,2023-11-08,D
30.6283,74.65421,60,A,2023-11-08,D
30.62542,74.63348,80,A,2023-11-08,D
30.62399,74.62312,70,A,2023-11-08,D
30.61967,74.59205,51,A,2023-11-08,D
30.85052,76.19017,60,A,2023-11-08,D
30.83305,76.05289,70,A,2023-11-08,D
30.79976,75.79445,75,A,2023-11-08,D
30.79831,75.78334,77,A,2023-11-08,D
30.65042,74.682,76,A,2023-11-08,D
30.6461,74.65086,83,A,2023-11-08,D
30.64466,74.64049,88,A,2023-11-08,D
30.6389,74.59904,69,A,2023-11-08,D
30.61304,74.34983,88,A,2023-11-08,D
30.61158,74.33955,72,A,2023-11-08,D
30.61013,74.32928,67,A,2023-11-08,D
30.65524,74.58533,61,A,2023-11-08,D
30.64077,74.482,64,A,2023-11-08,D
30.71754,74.9696,75,A,2023-11-08,D
30.7161,74.95908,62,A,2023-11-08,D
30.69736,74.82281,76,A,2023-11-08,D
30.63367,74.367,64,A,2023-11-08,D
30.60449,74.16175,58,A,2023-11-08,D
30.66433,74.51992,62,A,2023-11-08,D
30.63088,74.28309,68,A,2023-11-08,D
30.67529,74.52176,61,A,2023-11-08,D
30.89132,76.08276,67,A,2023-11-08,D
30.73007,74.85294,84,A,2023-11-08,D
30.72721,74.83201,70,A,2023-11-08,D
30.68729,74.47705,76,A,2023-11-08,D
30.68585,74.46673,73,A,2023-11-08,D
30.95946,76.47543,71,A,2023-11-08,D
30.74079,74.7973,53,A,2023-11-08,D
30.71348,74.59953,54,A,2023-11-08,D
30.69617,74.47536,81,A,2023-11-08,D
30.68894,74.42377,54,A,2023-11-08,D
30.68025,74.36195,64,A,2023-11-08,D
30.6788,74.35166,75,A,2023-11-08,D
30.77984,75.01627,68,A,2023-11-08,D
30.77124,74.95299,68,A,2023-11-08,D
30.76981,74.94246,77,A,2023-11-08,D
30.93296,76.11068,71,A,2023-11-08,D
30.9315,76.09922,66,A,2023-11-08,D
30.76584,74.8463,64,A,2023-11-08,D
30.7644,74.83582,63,A,2023-11-08,D
30.72983,74.5858,73,A,2023-11-08,D
30.73439,74.55303,88,A,2023-11-08,D
30.73295,74.54268,91,A,2023-11-08,D
30.7315,74.53233,74,A,2023-11-08,D
30.93406,75.97079,88,A,2023-11-08,D
30.86297,75.4285,71,A,2023-11-08,D
30.94333,75.96918,74,A,2023-11-08,D
30.77244,74.69505,87,A,2023-11-08,D
30.77099,74.68464,73,A,2023-11-08,D
30.90292,75.58883,51,A,2023-11-08,D
30.80245,74.78021,68,A,2023-11-08,D
30.80103,74.76976,74,A,2023-11-08,D
30.96977,75.98208,75,A,2023-11-08,D
30.87842,75.27637,55,A,2023-11-08,D
30.89174,75.307,76,A,2023-11-08,D
30.88746,75.27472,70,A,2023-11-08,D
30.77429,74.44437,64,A,2023-11-08,D
30.77284,74.43404,79,A,2023-11-08,D
31.01441,76.18514,70,A,2023-11-08,D
31.03254,76.25322,74,A,2023-11-08,D
30.91559,75.34686,81,A,2023-11-08,D
30.91415,75.33607,68,A,2023-11-08,D
30.71899,73.92722,75,A,2023-11-08,D
31.02147,76.08974,70,A,2023-11-08,D
31.02787,76.06521,60,A,2023-11-08,D
31.01037,75.92869,77,A,2023-11-08,D
30.8156,74.47896,80,A,2023-11-08,D
31.01964,75.92707,81,A,2023-11-08,D
30.9659,75.51585,78,A,2023-11-08,D
30.96445,75.50491,59,A,2023-11-08,D
30.94423,75.35275,54,A,2023-11-08,D
30.83337,74.47558,82,A,2023-11-08,D
31.03376,75.88994,70,A,2023-11-08,D
31.00743,75.68875,74,A,2023-11-08,D
30.86257,74.61913,77,A,2023-11-08,D
30.83499,74.42218,76,A,2023-11-08,D
30.83062,74.39119,79,A,2023-11-08,D
30.82917,74.38087,89,A,2023-11-08,D
30.84309,74.40327,77,A,2023-11-08,D
30.43541,71.72147,63,A,2023-11-08,D
30.43357,71.71028,64,A,2023-11-08,D
31.0308,75.73479,75,A,2023-11-08,D
30.85631,74.43259,76,A,2023-11-08,D
31.05148,75.82262,63,A,2023-11-08,D
31.01851,75.56711,86,A,2023-11-08,D
31.01708,75.55611,72,A,2023-11-08,D
30.9842,75.30566,65,A,2023-11-08,D
30.90982,74.7534,51,A,2023-11-08,D
30.90839,74.74294,58,A,2023-11-08,D
30.75196,73.64022,57,A,2023-11-08,D
30.4952,71.97214,67,A,2023-11-08,D
31.09105,76.05923,71,A,2023-11-08,D
31.03482,75.62057,66,A,2023-11-08,D
30.52011,72.0685,61,A,2023-11-08,D
31.02673,75.48708,63,A,2023-11-08,D
30.99658,75.25925,64,A,2023-11-08,D
30.29944,70.67927,64,A,2023-11-08,D
30.29731,70.66684,77,A,2023-11-08,D
31.07099,75.68214,80,A,2023-11-08,D
31.08018,75.68051,85,A,2023-11-08,D
31.05842,75.51501,70,A,2023-11-08,D
31.05697,75.50405,72,A,2023-11-08,D
31.02518,75.26508,56,A,2023-11-08,D
30.94291,74.6614,65,A,2023-11-08,D
31.08499,75.64561,61,A,2023-11-08,D
30.97234,74.74168,78,A,2023-11-08,D
30.96799,74.71028,53,A,2023-11-08,D
30.96655,74.69982,51,A,2023-11-08,D
31.06877,75.39568,63,A,2023-11-08,D
30.99899,74.87122,62,A,2023-11-08,D
31.13647,75.84805,76,A,2023-11-08,D
31.0841,75.37064,84,A,2023-11-08,D
31.07124,75.27316,77,A,2023-11-08,D
31.12187,75.5881,71,A,2023-11-08,D
31.10178,75.43435,85,A,2023-11-08,D
31.0273,74.87677,57,A,2023-11-08,D
31.02586,74.86622,73,A,2023-11-08,D
31.10658,75.39999,77,A,2023-11-08,D
31.10514,75.38911,72,A,2023-11-08,D
31.01037,74.68599,65,A,2023-11-08,D
31.0711,75.06436,73,A,2023-11-08,D
31.06104,74.98988,51,A,2023-11-08,D
31.0337,74.78918,85,A,2023-11-08,D
31.03226,74.77867,70,A,2023-11-08,D
31.03082,74.76817,67,A,2023-11-08,D
31.13777,75.49512,63,A,2023-11-08,D
31.08298,75.08405,95,A,2023-11-08,D
31.11075,75.22179,66,A,2023-11-08,D
31.09199,75.08239,86,A,2023-11-08,D
31.05736,74.82793,86,A,2023-11-08,D
31.15458,75.4809,82,A,2023-11-08,D
31.15312,75.46993,69,A,2023-11-08,D
31.14297,75.39345,82,A,2023-11-08,D
31.13283,75.31738,68,A,2023-11-08,D
31.06921,74.84734,58,A,2023-11-08,D
31.12885,75.2185,68,A,2023-11-08,D
31.09554,74.97262,82,A,2023-11-08,D
31.05643,74.68806,60,A,2023-11-08,D
31.05499,74.6776,62,A,2023-11-08,D
30.61539,71.73432,54,A,2023-11-08,D
30.61001,71.70079,55,A,2023-11-08,D
31.19113,75.62576,68,A,2023-11-08,D
31.14268,75.25353,84,A,2023-11-08,D
31.08133,74.79515,63,A,2023-11-08,D
31.18601,75.51359,60,A,2023-11-08,D
31.1803,75.46963,75,A,2023-11-08,D
31.15459,75.27351,79,A,2023-11-08,D
31.11317,74.96268,63,A,2023-11-08,D
31.17224,75.33694,71,A,2023-11-08,D
31.15982,75.17311,83,A,2023-11-08,D
31.15839,75.16236,82,A,2023-11-08,D
30.98166,73.88823,67,A,2023-11-08,D
31.16886,75.17146,71,A,2023-11-08,D
31.16742,75.16071,53,A,2023-11-08,D
31.22112,75.49603,82,A,2023-11-08,D
30.66571,71.70485,57,A,2023-11-08,D
31.14106,74.76237,62,A,2023-11-08,D
31.2213,75.21709,75,A,2023-11-08,D
31.2297,75.221,69,A,2023-11-08,D
30.84975,72.57774,82,A,2023-11-08,D
30.70783,71.69026,55,A,2023-11-08,D
31.16148,74.64525,66,A,2023-11-08,D
31.26404,75.2702,68,A,2023-11-08,D
31.2583,75.22686,66,A,2023-11-08,D
31.20378,74.82076,68,A,2023-11-08,D
31.35012,75.78671,55,A,2023-11-08,D
31.35936,75.78507,59,A,2023-11-08,D
31.22776,74.79461,63,A,2023-11-08,D
31.22632,74.78405,71,A,2023-11-08,D
31.20898,74.65779,73,A,2023-11-08,D
31.20754,74.6473,66,A,2023-11-08,D
31.21088,74.53927,65,A,2023-11-08,D
31.31846,75.26029,64,A,2023-11-08,D
31.27347,74.92734,68,A,2023-11-08,D
31.27202,74.91671,72,A,2023-11-08,D
30.81859,71.79731,69,A,2023-11-08,D
31.34551,75.32669,51,A,2023-11-08,D
31.33979,75.28309,64,A,2023-11-08,D
31.28686,74.88542,54,A,2023-11-08,D
31.39487,75.41868,62,A,2023-11-08,D
31.39343,75.40769,74,A,2023-11-08,D
31.39199,75.39671,68,A,2023-11-08,D
31.37323,75.25472,65,A,2023-11-08,D
31.37178,75.24386,67,A,2023-11-08,D
31.36601,75.20048,63,A,2023-11-08,D
31.33718,74.9853,78,A,2023-11-08,D
30.88555,71.91946,73,A,2023-11-08,D
31.43592,75.66118,73,A,2023-11-08,D
31.43447,75.64998,79,A,2023-11-08,D
31.33463,74.89833,79,A,2023-11-08,D
30.88058,71.82946,60,A,2023-11-08,D
31.40587,75.36053,74,A,2023-11-08,D
31.40442,75.34959,72,A,2023-11-08,D
31.36386,75.04622,60,A,2023-11-08,D
30.95685,72.25163,53,A,2023-11-08,D
31.36708,75.00169,82,A,2023-11-08,D
31.36563,74.99099,74,A,2023-11-08,D
31.19159,73.68645,66,A,2023-11-08,D
30.93237,71.97716,53,A,2023-11-08,D
30.93871,71.9703,51,A,2023-11-08,D
31.4583,75.49203,56,A,2023-11-08,D
31.45686,75.48096,59,A,2023-11-08,D
31.44398,75.38173,66,A,2023-11-08,D
30.92835,71.84774,56,A,2023-11-08,D
31.46601,75.47931,63,A,2023-11-08,D
31.46458,75.46825,67,A,2023-11-08,D
31.43733,75.25974,77,A,2023-11-08,D
31.35697,74.66074,60,A,2023-11-08,D
31.37943,74.62411,51,A,2023-11-08,D
31.51546,75.35755,52,A,2023-11-08,D
31.49943,75.23724,67,A,2023-11-08,D
31.41515,74.61735,73,A,2023-11-08,D
31.50158,75.18561,62,A,2023-11-08,D
31.28673,73.63409,61,A,2023-11-08,D
31.08621,72.31134,71,A,2023-11-08,D
31.30874,73.5979,72,A,2023-11-08,D
31.50326,74.92031,67,A,2023-11-08,D
31.10903,71.98294,60,A,2023-11-08,D
31.5526,74.94406,67,A,2023-11-08,D
30.93456,70.77106,79,A,2023-11-08,D
31.55675,74.70817,73,A,2023-11-08,D
31.59808,74.80936,75,A,2023-11-08,D
31.59663,74.79871,80,A,2023-11-08,D
31.59085,74.75616,66,A,2023-11-08,D
31.49476,73.87332,65,A,2023-11-08,D
31.50006,73.83372,70,A,2023-11-08,D
31.76733,75.60059,66,A,2023-11-08,D
31.54136,73.93184,60,A,2023-11-08,D
31.83876,75.59356,65,A,2023-11-08,D
31.6695,73.86902,59,A,2023-11-08,D
31.78831,74.65211,56,A,2023-11-08,D
31.86323,75.13921,64,A,2023-11-08,D
31.73646,74.20169,62,A,2023-11-08,D
31.735,74.19125,58,A,2023-11-08,D
31.65975,73.59834,52,A,2023-11-08,D
31.44616,72.18707,60,A,2023-11-08,D
31.75871,74.1652,78,A,2023-11-08,D
31.75725,74.15476,72,A,2023-11-08,D
31.86775,74.89376,64,A,2023-11-08,D
31.51578,72.21631,67,A,2023-11-08,D
31.55719,72.3672,62,A,2023-11-08,D
31.54218,72.27135,71,A,2023-11-08,D
31.57932,72.4501,56,A,2023-11-08,D
31.93815,74.87494,66,A,2023-11-08,D
31.87751,74.42737,52,A,2023-11-08,D
31.61266,72.60645,58,A,2023-11-08,D
31.71575,73.22994,54,A,2023-11-08,D
31.58966,72.33823,75,A,2023-11-08,D
31.60027,72.34694,57,A,2023-11-08,D
31.77519,73.32444,59,A,2023-11-08,D
31.60393,72.1916,61,A,2023-11-08,D
31.65788,72.41581,80,A,2023-11-08,D
31.96531,74.45807,79,A,2023-11-08,D
31.94936,74.34198,65,A,2023-11-08,D
31.94501,74.31041,73,A,2023-11-08,D
31.94355,74.2999,63,A,2023-11-08,D
31.63352,72.2008,75,A,2023-11-08,D
31.97423,74.45636,82,A,2023-11-08,D
31.83119,73.44504,71,A,2023-11-08,D
31.72112,72.70704,55,A,2023-11-08,D
31.71631,72.67558,73,A,2023-11-08,D
32.08149,75.1881,59,A,2023-11-08,D
31.82184,73.31901,62,A,2023-11-08,D
31.81727,73.28793,71,A,2023-11-08,D
31.81574,73.27758,79,A,2023-11-08,D
31.90416,73.82487,60,A,2023-11-08,D
31.67546,72.29116,62,A,2023-11-08,D
31.82577,73.22214,52,A,2023-11-08,D
31.84986,73.32394,68,A,2023-11-08,D
31.84072,73.26177,72,A,2023-11-08,D
31.93811,73.87155,57,A,2023-11-08,D
31.90091,73.61214,58,A,2023-11-08,D
31.89642,73.58106,83,A,2023-11-08,D
31.85869,73.32213,89,A,2023-11-08,D
31.85717,73.31178,86,A,2023-11-08,D
31.92468,73.71404,75,A,2023-11-08,D
31.96025,73.89925,55,A,2023-11-08,D
31.45067,70.6072,70,A,2023-11-08,D
31.95711,73.80867,59,A,2023-11-08,D
31.92587,73.59077,65,A,2023-11-08,D
31.4548,70.61338,71,A,2023-11-08,D
32.0421,74.35089,59,A,2023-11-08,D
31.91668,73.46462,74,A,2023-11-08,D
31.8052,72.71592,72,A,2023-11-08,D
31.80361,72.70544,90,A,2023-11-08,D
31.89635,73.20187,61,A,2023-11-08,D
31.89482,73.19149,74,A,2023-11-08,D
31.96869,73.63549,68,A,2023-11-08,D
32.20847,75.31827,73,A,2023-11-08,D
32.08794,74.41801,76,A,2023-11-08,D
32.08356,74.38626,51,A,2023-11-08,D
32.08211,74.37569,75,A,2023-11-08,D
32.02647,73.91258,61,A,2023-11-08,D
32.1087,74.43576,67,A,2023-11-08,D
31.94544,73.28796,100,A,2023-11-08,D
32.11178,74.39169,83,A,2023-11-08,D
32.00689,73.5851,55,A,2023-11-08,D
31.98584,73.4399,53,A,2023-11-08,D
31.96463,73.29471,64,A,2023-11-08,D
31.96311,73.28433,78,A,2023-11-08,D
32.04052,73.74265,77,A,2023-11-08,D
32.03903,73.73225,58,A,2023-11-08,D
31.96215,73.20317,71,A,2023-11-08,D
31.96062,73.19279,70,A,2023-11-08,D
31.95909,73.18241,72,A,2023-11-08,D
32.02684,73.52108,78,A,2023-11-08,D
32.02534,73.5107,73,A,2023-11-08,D
32.02491,73.38265,74,A,2023-11-08,D
32.04733,73.47421,56,A,2023-11-08,D
32.12024,73.85519,62,A,2023-11-08,D
32.07684,73.48958,52,A,2023-11-08,D
32.07232,73.45844,92,A,2023-11-08,D
32.07081,73.44807,84,A,2023-11-08,D
32.132,73.80999,95,A,2023-11-08,D
32.13052,73.79958,90,A,2023-11-08,D
32.07964,73.44627,72,A,2023-11-08,D
32.08364,73.34361,75,A,2023-11-08,D
32.08213,73.33323,71,A,2023-11-08,D
32.07909,73.31247,72,A,2023-11-08,D
32.12563,73.57028,57,A,2023-11-08,D
32.11363,73.48717,71,A,2023-11-08,D
32.10911,73.45602,72,A,2023-11-08,D
32.09399,73.35219,68,A,2023-11-08,D
32.09248,73.3418,63,A,2023-11-08,D
32.05842,73.049,61,A,2023-11-08,D
32.1358,73.51476,79,A,2023-11-08,D
32.15664,73.59612,56,A,2023-11-08,D
32.16996,73.62553,64,A,2023-11-08,D
32.00525,72.33402,73,A,2023-11-08,D
32.19576,73.53872,74,A,2023-11-08,D
32.12259,72.37338,78,A,2023-11-08,D
32.39944,73.35647,53,A,2023-11-08,D
32.30045,72.68829,64,A,2023-11-08,D
40.77117,73.36162,58,A,2023-11-08,D
42.94569,74.17583,64,A,2023-11-08,D
30.39033,50.61459,63,A,2023-11-08,D
30.36222,49.87616,66,A,2023-11-08,D
30.38741,49.86078,84,A,2023-11-08,D
30.48251,50.48372,79,A,2023-11-08,D
30.16825,47.41482,65,A,2023-11-08,D
30.56596,50.01618,69,A,2023-11-08,D
30.57086,49.91984,75,A,2023-11-08,D
30.26313,47.71759,73,A,2023-11-08,D
30.26146,47.70691,57,A,2023-11-08,D
30.27715,47.74765,60,A,2023-11-08,D
30.27549,47.737,93,A,2023-11-08,D
30.31949,47.72102,79,A,2023-11-08,D
30.32851,47.7191,77,A,2023-11-08,D
30.2811,47.36115,73,A,2023-11-08,D
30.27935,47.35022,68,A,2023-11-08,D
30.31584,47.3423,75,A,2023-11-08,D
30.79872,50.50952,73,A,2023-11-08,D
